frame_id,query_location_id,nominal_height,positive_tile_id,positive_rank,reciprocal_rank,top1_tile_id,top1_location_id,top1_score,top2_tile_id,top2_score,top1_top2_margin,top1_correct
drone_0169_150_0028,0169,150,sat_0169,6,0.1666666666666666,sat_0008,0008,0.5843061,sat_0144,0.5388059,0.04550022,False
drone_0007_150_0035,0007,150,sat_0007,5,0.2,sat_0058,0058,0.7530792,sat_0071,0.7530792,0.0,False
drone_0007_150_0036,0007,150,sat_0007,5,0.2,sat_0058,0058,0.6781492,sat_0071,0.6781492,0.0,False
drone_0007_200_0029,0007,200,sat_0007,5,0.2,sat_0058,0058,0.7183094,sat_0071,0.7183094,0.0,False
drone_0007_300_0021,0007,300,sat_0007,5,0.2,sat_0008,0008,0.6615883,sat_0058,0.6613579,0.00023043156,False
drone_0169_150_0029,0169,150,sat_0169,5,0.2,sat_0144,0144,0.550951,sat_0007,0.54992807,0.0010229349,False
drone_0007_250_0026,0007,250,sat_0007,5,0.2,sat_0008,0008,0.6868932,sat_0058,0.671795,0.015098214,False
drone_0007_250_0029,0007,250,sat_0007,5,0.2,sat_0008,0008,0.7542343,sat_0058,0.72960186,0.024632454,False
drone_0169_150_0027,0169,150,sat_0169,5,0.2,sat_0008,0008,0.5702875,sat_0007,0.539683,0.030604541,False
drone_0007_250_0027,0007,250,sat_0007,5,0.2,sat_0008,0008,0.70082384,sat_0058,0.66993177,0.030892074,False
drone_0007_250_0028,0007,250,sat_0007,5,0.2,sat_0008,0008,0.7611022,sat_0058,0.7111862,0.04991603,False
drone_0007_250_0030,0007,250,sat_0007,5,0.2,sat_0008,0008,0.7480485,sat_0058,0.6856941,0.062354386,False
drone_0007_300_0029,0007,300,sat_0007,5,0.2,sat_0008,0008,0.75803065,sat_0058,0.67223185,0.0857988,False
drone_0007_300_0027,0007,300,sat_0007,5,0.2,sat_0008,0008,0.7345163,sat_0058,0.64524204,0.08927429,False
drone_0007_300_0026,0007,300,sat_0007,5,0.2,sat_0008,0008,0.76511216,sat_0036,0.6402617,0.12485045,False
drone_0007_300_0025,0007,300,sat_0007,5,0.2,sat_0008,0008,0.7623277,sat_0036,0.63057876,0.13174891,False
drone_0007_300_0028,0007,300,sat_0007,5,0.2,sat_0008,0008,0.7822549,sat_0058,0.6418544,0.14040047,False
drone_0007_150_0005,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8004733,sat_0071,0.8004733,0.0,False
drone_0007_150_0008,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8363725,sat_0071,0.8363725,0.0,False
drone_0007_150_0009,0007,150,sat_0007,4,0.25,sat_0058,0058,0.82888997,sat_0071,0.82888997,0.0,False
drone_0007_150_0010,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8332349,sat_0071,0.8332349,0.0,False
drone_0007_150_0011,0007,150,sat_0007,4,0.25,sat_0058,0058,0.81552523,sat_0071,0.81552523,0.0,False
drone_0007_150_0012,0007,150,sat_0007,4,0.25,sat_0058,0058,0.823151,sat_0071,0.823151,0.0,False
drone_0007_150_0013,0007,150,sat_0007,4,0.25,sat_0058,0058,0.82307327,sat_0071,0.82307327,0.0,False
drone_0007_150_0021,0007,150,sat_0007,4,0.25,sat_0058,0058,0.75122774,sat_0071,0.75122774,0.0,False
drone_0007_150_0022,0007,150,sat_0007,4,0.25,sat_0058,0058,0.79315215,sat_0071,0.79315215,0.0,False
drone_0007_150_0032,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8229422,sat_0071,0.8229422,0.0,False
drone_0007_150_0033,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8375335,sat_0071,0.8375335,0.0,False
drone_0007_150_0034,0007,150,sat_0007,4,0.25,sat_0058,0058,0.76921,sat_0071,0.76921,0.0,False
drone_0007_150_0037,0007,150,sat_0007,4,0.25,sat_0058,0058,0.63149184,sat_0071,0.63149184,0.0,False
drone_0007_150_0045,0007,150,sat_0007,4,0.25,sat_0058,0058,0.8394007,sat_0071,0.8394007,0.0,False
drone_0007_200_0026,0007,200,sat_0007,4,0.25,sat_0058,0058,0.7551399,sat_0071,0.7551399,0.0,False
drone_0007_200_0027,0007,200,sat_0007,4,0.25,sat_0058,0058,0.73814356,sat_0071,0.73814356,0.0,False
drone_0007_200_0028,0007,200,sat_0007,4,0.25,sat_0058,0058,0.74698365,sat_0071,0.74698365,0.0,False
drone_0007_200_0033,0007,200,sat_0007,4,0.25,sat_0058,0058,0.7008084,sat_0071,0.7008084,0.0,False
drone_0007_200_0034,0007,200,sat_0007,4,0.25,sat_0058,0058,0.7084196,sat_0071,0.7084196,0.0,False
drone_0007_200_0035,0007,200,sat_0007,4,0.25,sat_0058,0058,0.74398726,sat_0071,0.74398726,0.0,False
drone_0007_200_0042,0007,200,sat_0007,4,0.25,sat_0058,0058,0.69717413,sat_0071,0.69717413,0.0,False
drone_0007_200_0043,0007,200,sat_0007,4,0.25,sat_0058,0058,0.73908514,sat_0071,0.73908514,0.0,False
